OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-6218,2023-099AS,2026-09-20T05:56:45.859200,15.27574071,.00011996,43.0012,222.9823,268.4840,91.5874,0,U,57368,999,17595,-.3524563E-5,-.359E-5,0
STARLINK-6168,2023-099AT,2026-09-20T14:04:38.634528,15.33885941,.00066525,43.0001,217.7936,160.4523,199.6587,0,U,57369,999,17604,.91917129E-3,.30639E-3,0
STARLINK-5353,2023-099AU,2026-09-20T07:40:10.431552,15.27573964,.00006459,43.0010,222.6574,254.2983,105.7797,0,U,57370,999,17596,.11272201E-4,.48E-6,0
STARLINK-6032,2023-099AV,2026-09-20T04:05:57.333408,15.27573596,.00012836,43.0010,223.2682,268.3721,91.6984,0,U,57371,999,17594,.1290641E-5,-.227E-5,0
STARLINK-5975,2023-099AW,2026-09-20T22:04:13.859040,15.27574676,.00005089,43.0027,219.4110,266.0548,94.0246,0,U,57372,999,17605,.25249075E-4,.433E-5,0
STARLINK-6370,2023-099AX,2026-09-20T21:54:59.266080,15.27569356,.00004918,43.0019,219.3676,252.7524,107.3274,0,U,57373,999,17605,-.27537116E-4,-.1019E-4,0
STARLINK-6369,2023-099AY,2026-09-20T04:37:00.380064,15.27567919,.00015835,43.0022,205.3070,244.8264,115.2424,0,U,57374,999,17615,-.30036982E-4,-.1088E-4,0
STARLINK-6363,2023-099AZ,2026-09-20T21:53:08.062368,15.27574471,.00007721,43.0012,219.3611,266.7954,93.2809,0,U,57375,999,17605,.8086358E-5,-.39E-6,0
STARLINK-6367,2023-099BA,2026-09-20T05:38:58.294752,15.27584379,.00011355,42.9971,219.4826,243.0506,117.0230,0,U,57376,999,17599,.33961425E-3,.9096E-4,0
STARLINK-6358,2023-099BB,2026-09-20T07:54:16.259904,15.27574881,.00006837,43.0010,226.1600,249.5719,110.5059,0,U,57377,999,17591,.608412E-5,-.94E-6,0
STARLINK-6364,2023-099BC,2026-09-20T12:27:47.470752,15.27576081,.00011787,43.0017,192.1625,273.6993,86.3724,0,U,57378,999,17707,.18248628E-4,.24E-5,0
STARLINK-6361,2023-099BD,2026-09-20T03:59:15.858528,15.27574002,.00009676,43.0009,219.8227,261.3237,98.7505,0,U,57379,999,17598,.25098249E-4,.429E-5,0
STARLINK-6366,2023-099BE,2026-09-20T12:33:20.476224,15.27574473,.0001119,43.0035,192.1881,272.2818,87.7905,0,U,57380,999,17706,-.4317589E-5,-.381E-5,0
STARLINK-6371,2023-099BF,2026-09-20T02:57:17.671680,15.27569385,.00012912,43.0017,205.6364,265.0335,95.0369,0,U,57381,999,17688,.16906871E-4,.203E-5,0
STARLING 4,2023-100A,2026-09-20T22:24:22.524192,15.07043896,.00067828,99.5052,304.0084,156.5468,203.6064,0,U,57386,999,17432,.85526438E-4,.1192E-4,0
STARLING 2,2023-100B,2026-09-20T22:24:44.290944,15.07045508,.00056127,99.5046,304.0274,164.0922,196.0477,0,U,57387,999,17432,.8297253E-4,.1153E-4,0
STARLING 1,2023-100C,2026-09-20T22:24:29.914848,15.07045128,.00047195,99.5086,304.6781,340.0384,20.0652,0,U,57388,999,17432,.93205864E-4,.1307E-4,0
STARLING 3,2023-100D,2026-09-20T09:35:12.537888,15.13314421,.000574,99.5000,307.4338,152.8846,207.2679,0,U,57389,999,17446,.23143613E-3,.4028E-4,0
LEMUR-2-DEVERILL-M-T,2023-100F,2026-09-19T23:25:56.138016,15.44228516,.00059572,99.4370,329.4489,80.3008,279.8907,0,U,57391,999,17585,.51450402E-3,.23568E-3,0
LEO 3,2023-100G,2026-09-20T14:27:15.594912,13.68420761,.00189339,99.5765,27.0865,129.1206,231.1626,0,U,57392,999,15869,-.2976498E-5,-.47E-6,0
TIANMU-1 07,2023-101A,2026-09-20T23:02:45.058272,15.30750561,.00036803,97.2506,312.4427,131.0259,229.1301,0,U,57399,999,17629,.13476037E-3,.393E-4,0
TIANMU-1 08,2023-101B,2026-09-20T22:14:36.532608,15.30748232,.00051754,97.2494,312.1667,126.9921,233.1795,0,U,57400,999,17628,.13405306E-3,.391E-4,0
TIANMU-1 09,2023-101C,2026-09-20T23:23:21.782688,15.30732454,.00043955,97.2453,311.5781,137.5709,222.5873,0,U,57401,999,17629,.13114372E-3,.3821E-4,0
TIANMU-1 10,2023-101D,2026-09-20T22:36:22.198176,15.30785543,.00056228,97.2532,312.6987,139.2045,220.9618,0,U,57402,999,17628,.13332371E-3,.3893E-4,0
STARLINK-30240,2023-102A,2026-09-20T15:11:03.863040,15.27570679,.00014926,43.0041,227.6743,259.2567,100.8117,0,U,57404,999,17605,-.304505E-5,-.346E-5,0
STARLINK-30207,2023-102D,2026-09-20T05:56:07.350720,15.27576364,.00014635,43.0038,215.3155,275.5995,84.4690,0,U,57407,999,17617,-.1326538E-5,-.299E-5,0
STARLINK-30205,2023-102E,2026-09-20T07:03:12.691296,15.32383995,.00048965,43.0020,228.5903,147.6237,212.4918,0,U,57408,999,17601,.94045624E-3,.29883E-3,0
STARLINK-30222,2023-102F,2026-09-20T22:48:54.228096,15.27567228,.00011137,43.0040,225.7655,279.4418,80.6307,0,U,57409,999,17610,.9505025E-5,-.1E-7,0
STARLINK-30172,2023-102G,2026-09-20T22:00:03.000096,15.45478135,.00014633,42.9991,223.1857,258.6163,335.1043,0,U,57410,999,587,.17971427E-2,.88911E-3,0
STARLINK-30214,2023-102H,2026-09-20T08:39:38.059488,15.27583907,.00019835,43.0044,229.0814,257.2763,102.7867,0,U,57411,999,17596,.17685088E-4,.224E-5,0
STARLINK-30182,2023-102J,2026-09-20T21:28:09.740352,15.84295075,.0001735,42.9988,215.7054,256.7469,103.3210,0,U,57412,999,17621,.87271122E-3,.20912E-2,0
STARLINK-30191,2023-102K,2026-09-20T22:00:03.000096,15.45205408,.00024854,43.0009,160.8268,271.4212,68.4282,0,U,57413,999,576,.1041178E-2,.50644E-3,0
STARLINK-30193,2023-102L,2026-09-20T13:24:08.625888,15.68258960,.00088199,42.9976,201.7797,178.4523,181.6372,0,U,57414,999,17634,.59542165E-3,.68907E-3,0
STARLINK-30208,2023-102M,2026-09-20T05:36:52.817760,15.27578729,.00008629,43.0021,229.8473,317.5593,42.5192,0,U,57415,999,17594,.5840254E-5,-.101E-5,0
STARLINK-30224,2023-102N,2026-09-20T22:00:03.000096,15.67896682,.00017731,42.9992,217.9154,274.2374,339.5333,0,U,57416,999,574,.68284054E-2,.846725E-2,0
STARLINK-30043,2023-102P,2026-09-20T07:23:58.580160,15.27578312,.00013443,43.0025,229.5364,269.0888,90.9810,0,U,57417,999,17600,.56894559E-4,.1304E-4,0
STARLINK-30221,2023-102Q,2026-09-20T22:00:03.000096,15.63168212,.00018796,42.9990,226.2399,280.5275,74.5740,0,U,57418,999,585,.56952099E-2,.574291E-2,0
QIANKUN-1,2023-103B,2026-09-18T08:43:23.052000,16.04074311,.00068626,96.1200,299.3206,280.5458,79.5053,0,U,57422,999,18225,-.2741413E-5,-.2283E-4,.1637739E-5
2023-104A,2023-104A,2026-09-20T23:19:51.110976,15.36671643,.00083061,97.2617,330.9636,126.3252,233.8760,0,U,57424,999,17674,.21237086E-3,.7534E-4,0
2023-104C,2023-104C,2026-09-20T23:18:34.814592,15.25473773,.00158366,97.2527,325.4043,61.6759,298.6075,0,U,57426,999,17641,.27045973E-3,.6799E-4,0
STARLINK-30105,2023-105D,2026-09-20T14:16:09.933024,15.27578839,.00012844,43.0033,10.1144,275.1912,84.8794,0,U,57433,999,17813,.14347154E-4,.133E-5,0
STARLINK-30102,2023-105E,2026-09-20T14:56:16.746720,15.27575093,.00012384,43.0007,239.0280,271.8213,88.2497,0,U,57434,999,17534,.30848194E-4,.587E-5,0
STARLINK-30158,2023-105J,2026-09-20T14:59:58.610688,15.27576350,.00016402,43.0023,239.0451,262.4679,97.5986,0,U,57438,999,17539,-.10078553E-4,-.54E-5,0
STARLINK-30160,2023-105M,2026-09-20T08:30:49.914432,15.27573873,.00013712,43.0038,247.2788,263.8403,96.2292,0,U,57441,999,17511,.23842249E-4,.394E-5,0
STARLINK-30146,2023-105N,2026-09-20T10:23:03.499296,15.27577221,.00011543,43.0010,240.1798,269.9156,90.1563,0,U,57442,999,17542,-.11899126E-4,-.589E-5,0
STARLINK-30197,2023-105P,2026-09-20T00:28:30.831456,15.27576468,.00013688,43.0018,242.2442,271.6759,88.3936,0,U,57443,999,17530,.43089569E-4,.924E-5,0
STARLINK-30181,2023-105Q,2026-09-19T23:01:03.050112,15.27578792,.0001508,43.0018,246.0583,270.7581,89.3098,0,U,57444,999,17531,.46363E-4,.1014E-4,0
STARLINK-30215,2023-105R,2026-09-20T07:25:50.548512,15.27579324,.00010366,43.0011,240.9751,272.3767,87.6966,0,U,57445,999,17518,.26752074E-4,.474E-5,0
STARLINK-30162,2023-105S,2026-09-20T22:39:44.538336,15.27574420,.00008375,43.0015,226.1080,273.3009,86.7746,0,U,57446,999,17557,-.10747907E-4,-.558E-5,0
STARLINK-30178,2023-105T,2026-09-20T15:11:03.832800,15.27586825,.00012598,42.9985,239.0980,276.7757,83.2951,0,U,57447,999,17539,.63561386E-4,.1488E-4,0
STARLINK-30196,2023-105U,2026-09-20T08:14:53.326464,15.27587283,.00015293,43.0057,243.7849,279.2786,80.7892,0,U,57448,999,17515,.27968975E-4,.508E-5,0
STARLINK-30225,2023-105V,2026-09-20T16:11:12.416064,15.27587083,.00017189,43.0037,241.9678,281.8299,78.2360,0,U,57449,999,17542,.73043828E-4,.1749E-4,0
STARLINK-30217,2023-105W,2026-09-20T14:52:39.641664,15.27580416,.00015253,43.0041,228.0233,262.2669,97.8010,0,U,57450,999,17552,.16389487E-4,.189E-5,0
STARLINK-30216,2023-105X,2026-09-20T23:27:33.511680,15.27576323,.00009175,43.0029,236.5484,272.2027,87.8720,0,U,57451,999,17529,-.1407867E-5,-.301E-5,0
YAOGAN-36 05A,2023-106A,2026-09-20T23:30:26.608896,15.22994232,.00022332,35.0042,175.2931,231.6643,128.3871,0,U,57452,999,17576,.2404484E-3,.5759E-4,0
YAOGAN-36 05B,2023-106C,2026-09-20T22:28:10.811136,15.17304893,.00226226,34.9935,204.1233,239.4226,120.4255,0,U,57454,999,17541,.16398896E-3,.3334E-4,0
YAOGAN-36 05C,2023-106E,2026-09-20T22:16:47.347392,15.17415825,.00010966,34.9922,203.9403,170.2851,189.7883,0,U,57456,999,17541,.17428195E-3,.3533E-4,0
STARLINK-30165,2023-107A,2026-09-20T04:57:19.864224,15.27583135,.00015751,43.0040,317.7766,267.6742,92.3930,0,U,57457,999,17488,.10222822E-3,.2552E-4,0
STARLINK-30140,2023-107B,2026-09-20T05:57:28.463040,15.27574223,.00012386,43.0015,320.6379,277.9237,82.1474,0,U,57458,999,17486,.5016574E-5,-.124E-5,0
STARLINK-30077,2023-107D,2026-09-20T10:12:53.796096,15.27577114,.0001175,43.0020,315.9835,261.5649,98.5070,0,U,57460,999,17493,.18702182E-4,.253E-5,0
STARLINK-30229,2023-107E,2026-09-20T21:21:53.045856,15.27577938,.00016922,43.0062,321.1264,275.8596,84.2063,0,U,57461,999,17491,.34139266E-4,.677E-5,0
STARLINK-30088,2023-107F,2026-09-20T20:46:16.995072,15.27620214,.00015602,43.0048,314.1178,271.9856,88.0817,0,U,57462,999,17499,-.23430881E-3,-.6712E-4,0
STARLINK-30116,2023-107J,2026-09-20T20:31:29.386272,15.27580141,.00015659,43.0048,314.0425,267.3929,92.6743,0,U,57465,999,17499,.1943239E-4,.272E-5,0
STARLINK-30092,2023-107L,2026-09-20T11:12:06.476832,15.27578507,.00014912,43.0048,316.2849,264.1900,95.8781,0,U,57467,999,17493,-.1937027E-5,-.316E-5,0
STARLINK-30039,2023-107M,2026-09-20T14:25:58.175328,15.27579488,.00017424,43.0057,315.5722,259.9252,100.1404,0,U,57468,999,17495,.8385713E-5,-.32E-6,0
STARLINK-30171,2023-107N,2026-09-19T04:56:30.921216,15.27584034,.00012005,43.0037,326.5759,266.6989,93.3726,0,U,57469,999,17470,.53773584E-4,.1218E-4,0
STARLINK-30186,2023-107P,2026-09-20T03:40:35.184864,15.69057776,.0003718,42.9982,299.7140,61.7254,298.3988,0,U,57470,999,17509,.59122875E-3,.70614E-3,0
STARLINK-30204,2023-107R,2026-09-20T10:51:44.799840,15.27582641,.00009631,42.9997,316.1774,285.7124,74.3622,0,U,57472,999,17493,.14018896E-4,.124E-5,0
STARLINK-30155,2023-107U,2026-09-20T10:14:44.858112,15.27575350,.00016024,43.0024,315.9873,267.3327,92.7341,0,U,57475,999,17493,.4431109E-5,-.14E-5,0
STARLINK-30161,2023-107V,2026-09-20T04:03:40.643424,15.27574596,.00018804,43.0017,317.4912,266.6753,93.3884,0,U,57476,999,17489,.38627159E-4,.801E-5,0
STARLINK-30176,2023-107W,2026-09-20T15:08:18.776832,15.27591796,.00013521,43.0027,314.9357,267.7052,92.3645,0,U,57477,999,17496,.40722086E-3,.10964E-3,0
JUPITER 3 (ECHOSTAR 24),2023-108A,2026-09-19T06:28:07.087872,1.00270244,.00010387,0.0228,158.7271,21.9284,179.3445,0,U,57479,999,1160,0,0,0
FENGYUN 3F,2023-111A,2026-09-20T22:44:22.912224,14.19951727,.0001291,98.6751,332.1298,112.6901,247.4413,0,U,57490,999,16245,.19956949E-4,-.1E-7,0
GALAXY 37 (G-37),2023-112A,2026-09-20T16:19:01.822080,1.00272293,.00020528,0.0136,116.1905,65.0151,296.1319,0,U,57493,999,1150,0,.44E-6,0
STARLINK-30154,2023-113A,2026-09-20T07:43:35.401728,15.27583012,.00018644,43.0047,356.7109,272.1253,87.9385,0,U,57495,999,17328,-.10643949E-4,-.555E-5,0
STARLINK-30145,2023-113B,2026-09-20T22:00:03.000096,15.27593303,.00017391,43.0031,353.5506,266.9687,49.8053,0,U,57496,999,585,-.86222792E-3,-.23923E-3,0
STARLINK-30226,2023-113C,2026-09-19T13:19:37.457760,15.27566867,.00012438,43.0025,1.3009,264.2557,95.8153,0,U,57497,999,17322,.55117266E-4,.1254E-4,0
STARLINK-30203,2023-113D,2026-09-20T07:36:12.199104,15.27574367,.00019146,43.0063,356.6871,268.8422,91.2210,0,U,57498,999,17346,-.3175684E-5,-.35E-5,0
STARLINK-30169,2023-113E,2026-09-20T13:11:16.438848,15.27563140,.00014455,43.0054,341.4278,282.5276,77.5414,0,U,57499,999,17348,.20317832E-3,.533E-4,0
STARLINK-30164,2023-113F,2026-09-20T17:27:01.589472,15.27609588,.00019427,43.0047,354.6013,275.1346,84.9284,0,U,57500,999,17350,-.21159406E-3,-.6086E-4,0
STARLINK-30072,2023-113G,2026-09-20T22:40:57.478944,15.27584420,.00008229,43.0019,353.6429,290.0377,70.0386,0,U,57501,999,17342,-.7517268E-5,-.469E-5,0
STARLINK-30230,2023-113J,2026-09-19T14:42:40.641696,15.27577469,.00019859,43.0057,0.8423,280.5177,79.5451,0,U,57503,999,17322,.27163064E-4,.485E-5,0
STARLINK-30213,2023-113K,2026-09-20T13:27:07.246656,15.27579022,.00010033,43.0035,355.9157,274.2212,85.8525,0,U,57504,999,17347,-.19292316E-4,-.793E-5,0
STARLINK-30227,2023-113L,2026-09-20T12:31:33.588192,15.32943200,.00177586,42.9930,345.1329,359.3689,0.7139,0,U,57505,999,17359,.122056E-2,.39789E-3,0
STARLINK-30212,2023-113M,2026-09-20T13:30:49.621248,15.27579115,.00015218,43.0050,355.9397,270.5144,89.5534,0,U,57506,999,17331,.1632712E-5,-.217E-5,0
STARLINK-30219,2023-113N,2026-09-20T16:30:35.445600,15.27576752,.00017551,43.0050,351.6998,274.2423,85.8228,0,U,57507,999,17353,-.2897986E-5,-.342E-5,0
STARLINK-30074,2023-113P,2026-09-19T07:12:14.775264,15.27578347,.00014908,43.0035,2.8059,266.2656,93.8026,0,U,57508,999,17307,.22710914E-4,.363E-5,0
STARLINK-30082,2023-113Q,2026-09-20T07:49:09.246144,15.27578468,.00015797,43.0039,356.7503,255.5522,104.5155,0,U,57509,999,17344,.88654426E-4,.2178E-4,0
STARLINK-30153,2023-113R,2026-09-20T13:39:52.533792,15.27577204,.00015685,43.0057,355.1534,264.5449,95.5224,0,U,57510,999,17337,.3436561E-5,-.168E-5,0
STARLINK-30147,2023-113S,2026-09-20T07:38:03.090912,15.27574474,.00019874,43.0062,356.6958,270.6789,89.3835,0,U,57511,999,17344,.8476568E-5,-.29E-6,0
STARLINK-30157,2023-113T,2026-09-20T15:42:36.170784,15.27578117,.00016556,43.0046,329.2199,270.6630,89.4033,0,U,57512,999,17379,.31063294E-4,.593E-5,0
STARLINK-30168,2023-113U,2026-09-20T07:32:29.355360,15.27578311,.00013452,43.0048,356.6381,273.4182,86.6515,0,U,57513,999,17328,.3840521E-5,-.156E-5,0
STARLINK-30231,2023-113V,2026-09-20T12:37:09.978816,15.27576022,.00013845,43.0045,355.6612,248.3178,111.7527,0,U,57514,999,17347,-.2974038E-5,-.344E-5,0
STARLINK-30081,2023-113W,2026-09-20T05:52:47.437536,15.27577427,.00009278,43.0036,357.0147,270.8914,89.1832,0,U,57515,999,17343,-.17433891E-4,-.742E-5,0
STARLINK-30149,2023-113X,2026-09-20T06:13:08.987520,15.27573500,.00019279,43.0060,357.1127,269.3531,90.7100,0,U,57516,999,17333,.4737664E-5,-.132E-5,0
COSMOS 2569 [GLONASS-K2],2023-114A,2026-09-19T13:47:03.662016,2.13102667,.00086206,65.3619,69.4406,287.8481,72.0897,0,U,57517,999,2427,0,.3E-6,0
HJ-2F,2023-116A,2026-09-20T23:05:19.365216,15.20093178,.00075091,97.3896,267.5178,178.5383,181.5876,0,U,57519,999,17332,.20521007E-3,.4367E-4,0
STARLINK-30259,2023-115A,2026-09-20T05:35:11.524128,15.27567311,.00015464,43.0034,342.9655,264.0794,95.9881,0,U,57521,999,17332,-.17549941E-4,-.745E-5,0
STARLINK-30256,2023-115B,2026-09-19T06:34:18.271776,15.27577329,.0001334,43.0058,348.6653,263.4620,96.6080,0,U,57522,999,17195,.17177E-4,.21E-5,0
STARLINK-30261,2023-115C,2026-09-20T21:37:06.360384,15.27580750,.00017298,43.0034,339.3728,263.6444,96.4210,0,U,57523,999,17220,.58611352E-4,.1351E-4,0
STARLINK-30260,2023-115D,2026-09-20T16:28:43.393440,15.27591008,.00010751,43.0026,340.3686,261.6682,98.4047,0,U,57524,999,17217,.69451092E-4,.165E-4,0
STARLINK-30253,2023-115E,2026-09-20T12:02:55.349664,15.27578413,.00009555,43.0038,341.5482,265.9786,94.0956,0,U,57525,999,17214,.32765578E-4,.64E-5,0
STARLINK-30257,2023-115F,2026-09-20T05:40:44.997024,15.27578323,.00012018,43.0019,343.0168,266.0046,94.0668,0,U,57526,999,17210,.23463667E-4,.384E-5,0
STARLINK-30250,2023-115G,2026-09-20T21:39:41.994432,15.28312974,.00021848,42.9969,339.3735,334.6750,25.3994,0,U,57527,999,17310,.96062075E-3,.26868E-3,0
STARLINK-30269,2023-115H,2026-09-19T13:02:02.150016,15.27576995,.0002531,43.0056,347.2692,288.9833,71.0745,0,U,57528,999,17199,.2692518E-4,.478E-5,0
STARLINK-30266,2023-115J,2026-09-20T22:25:00.772608,15.27576943,.00018288,43.0065,338.7719,269.0916,90.9726,0,U,57529,999,17221,.11312623E-4,.49E-6,0
STARLINK-30270,2023-115K,2026-09-20T22:13:54.335712,15.27586398,.00019203,43.0016,338.7265,267.3150,92.7482,0,U,57530,999,17221,.44287192E-3,.11947E-3,0
STARLINK-30268,2023-115L,2026-09-20T12:28:50.298240,15.27576224,.0001198,43.0033,341.6922,260.8261,99.2455,0,U,57531,999,17214,.2237945E-4,.354E-5,0
STARLINK-30251,2023-115M,2026-09-20T22:19:27.672096,15.27576753,.00013121,43.0039,338.7452,276.7943,83.2760,0,U,57532,999,17221,.26464967E-4,.466E-5,0
STARLINK-30254,2023-115N,2026-09-20T21:24:15.478848,15.27580398,.00015483,43.0043,80.7620,271.2779,88.7895,0,U,57533,999,17521,.32441794E-4,.631E-5,0
STARLINK-30264,2023-115P,2026-09-20T04:39:31.130784,15.27582248,.00012613,43.0055,190.4374,250.4136,109.6579,0,U,57534,999,17510,.51978647E-4,.1169E-4,0
2023-117C,2023-117C,2026-09-20T23:15:34.617024,15.44615500,.00050737,97.4001,346.5012,240.8633,119.2108,0,U,57582,999,17333,.44101583E-3,.20468E-3,0
2023-117F,2023-117F,2026-09-20T22:35:32.659872,15.48709022,.00049439,97.4149,352.3137,223.1939,136.8924,0,U,57585,999,17365,.31744907E-3,.16929E-3,0
STARLINK-30166,2023-119A,2026-09-19T18:54:54.643680,15.27576584,.00017344,43.0042,65.2081,274.4471,85.6182,0,U,57602,999,17271,.13098974E-4,.98E-6,0
STARLINK-30223,2023-119B,2026-09-20T22:08:06.548928,15.14304144,.00118806,42.9982,87.2091,252.9919,106.9626,0,U,57603,999,17260,.84774545E-3,.15632E-3,0
STARLINK-30218,2023-119C,2026-09-20T17:24:33.238944,15.27576248,.00014965,43.0011,60.2037,267.1598,92.9082,0,U,57604,999,17291,.28287411E-4,.516E-5,0
STARLINK-30138,2023-119D,2026-09-20T17:30:06.232320,15.27576522,.00013489,43.0012,60.2320,265.4026,94.6672,0,U,57605,999,17291,.36457294E-4,.741E-5,0
STARLINK-30255,2023-119E,2026-09-20T21:42:58.288320,15.27575782,.00022775,43.0036,58.9731,310.3811,49.6842,0,U,57606,999,17294,.52617719E-4,.1185E-4,0
STARLINK-30252,2023-119F,2026-09-20T16:20:34.971648,15.27580458,.00013166,43.0023,45.4331,272.9088,87.1613,0,U,57607,999,17308,.25134773E-4,.43E-5,0
STARLINK-30258,2023-119G,2026-09-19T18:29:12.756192,15.27577136,.00009623,43.0034,65.9228,273.7226,86.3516,0,U,57608,999,17276,.11871346E-4,.65E-6,0
STARLINK-30174,2023-119H,2026-09-19T04:38:14.737632,15.27574819,.00019697,43.0072,68.4783,260.3468,99.7161,0,U,57609,999,17268,.61557149E-4,.1432E-4,0
STARLINK-30248,2023-119J,2026-09-19T18:36:25.449120,15.27564215,.00016459,43.0036,65.1123,264.9649,95.1015,0,U,57610,999,17277,-.57297488E-4,-.1838E-4,0
STARLINK-30052,2023-119K,2026-09-19T21:59:32.112960,15.27538561,.00020252,43.0045,64.4455,250.0336,110.0297,0,U,57611,999,17277,.16737698E-3,.4341E-4,0
STARLINK-30245,2023-119L,2026-09-20T04:03:11.350368,15.27579757,.00014831,43.0056,62.9017,265.6523,94.4160,0,U,57612,999,17283,.30536961E-4,.578E-5,0
STARLINK-30041,2023-119M,2026-09-20T16:51:14.862240,15.27574774,.00017145,43.0053,60.0195,268.1124,91.9531,0,U,57613,999,17291,-.2502813E-5,-.331E-5,0
STARLINK-30244,2023-119N,2026-09-20T17:02:20.607072,15.27579934,.00018543,43.0039,60.0761,259.1400,100.9243,0,U,57614,999,17291,.36327162E-4,.737E-5,0
STARLINK-30246,2023-119P,2026-09-20T17:20:13.135200,15.32924591,.0008735,42.9982,58.4281,296.5494,63.4464,0,U,57615,999,17293,.13030017E-2,.42328E-3,0
STARLINK-30075,2023-119Q,2026-09-20T03:59:29.650560,15.27582811,.00028321,43.0043,62.8933,261.9178,98.1353,0,U,57616,999,17283,.4698698E-5,-.134E-5,0
STARLINK-30148,2023-119R,2026-09-19T18:43:48.647424,15.27575950,.0001839,43.0037,65.1566,267.5455,92.5186,0,U,57617,999,17277,.16530124E-4,.192E-5,0
STARLINK-30249,2023-119S,2026-09-20T04:14:17.615328,15.27586353,.00016923,43.0042,62.9689,268.4371,91.6287,0,U,57618,999,17283,-.2946564E-4,-.1073E-4,0
STARLINK-30141,2023-119U,2026-09-19T19:06:00.217440,15.27583067,.00014471,43.0026,65.2651,263.2551,96.8136,0,U,57620,999,17277,.35443409E-4,.713E-5,0
STARLINK-30150,2023-119V,2026-09-20T16:58:39.094752,15.27576656,.00017207,43.0041,60.0708,278.2304,81.8352,0,U,57621,999,17291,-.6298008E-5,-.436E-5,0
STARLINK-30056,2023-119W,2026-09-20T18:47:36.242304,15.27577043,.00013598,43.0026,59.7474,270.0236,90.0460,0,U,57622,999,17292,.17982112E-4,.233E-5,0
STARLINK-30100,2023-119X,2026-09-20T03:11:35.736000,15.27576631,.0000942,43.0006,63.4950,278.5635,81.5110,0,U,57623,999,17282,.14257267E-4,.13E-5,0
LUDI TANCE-4 01A,2023-120A,2026-09-19T19:22:21.730080,1.00275980,.0003757,15.0449,191.6453,43.5723,143.6296,0,U,57624,999,1149,0,-.198E-5,0
HEAD-3A,2023-121A,2026-09-20T23:01:01.718688,14.60794696,.00065383,45.0010,200.7173,46.8134,313.3269,0,U,57626,999,16558,.10210462E-3,.343E-5,0
HEAD-3B,2023-121B,2026-09-20T23:33:09.872064,14.61703106,.00056502,45.0020,193.1325,36.6876,323.4367,0,U,57627,999,16568,.10886803E-3,.386E-5,0
HEAD-3C,2023-121C,2026-09-20T23:03:39.746880,14.62379705,.00061296,44.9978,187.1120,39.5627,320.5677,0,U,57628,999,16575,.11459428E-3,.423E-5,0
HEAD-3D,2023-121D,2026-09-20T22:39:36.820224,14.63053162,.00074203,45.0049,182.0480,39.7029,320.4371,0,U,57629,999,16582,.1181447E-3,.449E-5,0
HEAD-3E,2023-121E,2026-09-20T23:25:39.238176,14.63990902,.00079996,45.0024,174.1942,34.9767,325.1616,0,U,57630,999,16592,.12710625E-3,.508E-5,0
STARLINK-30309,2023-122A,2026-09-20T04:54:52.960032,15.27600923,.00004836,43.0033,74.1478,253.4779,106.6019,0,U,57632,999,17195,.1260675E-3,.3211E-4,0
STARLINK-30306,2023-122B,2026-09-20T05:00:27.469728,15.27574862,.00024281,43.0055,74.1721,258.3806,101.6773,0,U,57633,999,17195,.17205416E-4,.211E-5,0
STARLINK-30323,2023-122C,2026-09-19T18:58:36.220800,15.27577040,.00013036,43.0025,65.1696,277.4512,82.6191,0,U,57634,999,17202,.4632596E-5,-.135E-5,0
STARLINK-30329,2023-122D,2026-09-19T21:18:54.852768,15.27587559,.000125,43.0028,76.0670,274.1968,85.8741,0,U,57635,999,17190,.62218E-4,.1451E-4,0
STARLINK-30330,2023-122E,2026-09-19T21:24:28.527840,15.27578682,.0001261,43.0019,76.0955,265.7111,94.3597,0,U,57636,999,17190,.45193E-4,.982E-5,0
STARLINK-30311,2023-122F,2026-09-19T21:44:37.758048,15.27574174,.0001138,43.0012,75.3515,268.0919,91.9803,0,U,57637,999,17191,.33986E-4,.673E-5,0
STARLINK-30328,2023-122G,2026-09-19T18:47:28.524192,15.27587643,.00019558,43.0013,65.0585,250.7176,109.3464,0,U,57638,999,17203,.25468451E-4,.439E-5,0
STARLINK-30326,2023-122H,2026-09-20T04:38:13.638624,15.27589510,.00013666,43.0048,74.0505,264.4459,95.6237,0,U,57639,999,17195,.59316248E-4,.1371E-4,0
STARLINK-30324,2023-122J,2026-09-19T21:13:22.548000,15.27582268,.0002001,43.0037,76.0355,262.5235,97.5389,0,U,57640,999,17189,.37231E-4,.762E-5,0
STARLINK-30312,2023-122K,2026-09-20T21:07:42.925152,15.27575975,.00014346,43.0020,69.7591,267.0099,93.0589,0,U,57641,999,17206,.18525027E-4,.248E-5,0
STARLINK-30263,2023-122L,2026-09-20T04:06:46.006848,15.27600857,.00023253,43.0025,73.8985,262.7037,97.3551,0,U,57642,999,17195,.13810212E-3,.3542E-4,0
