OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
2022-056B,2022-056B,2026-09-20T22:15:24.813792,13.29598394,.00455674,86.0043,61.7620,138.0353,222.4290,0,U,52717,999,21103,.1017593E-2,.49E-5,0
GHGSAT-C3,2022-057F,2026-09-20T22:38:00.502368,15.35391597,.00067596,97.6727,53.3456,133.3517,226.8290,0,U,52737,999,24022,.14580318E-3,.4928E-4,0
GHGSAT-C5,2022-057N,2026-09-20T22:02:22.942176,15.35364393,.00075493,97.6812,55.0022,132.0361,228.1525,0,U,52744,999,24022,.13901552E-3,.4691E-4,0
GHGSAT-C4,2022-057Q,2026-09-20T23:08:41.789184,15.35379135,.00071984,97.6654,52.1019,119.1812,241.0151,0,U,52746,999,24023,.14620638E-3,.4941E-4,0
HAWK-5C,2022-057Y,2026-09-20T09:50:29.143392,15.54448822,.0004611,97.6685,69.5079,85.1412,275.0368,0,U,52754,999,24112,.21641542E-3,.14124E-3,0
HAWK-5B,2022-057AA,2026-09-20T17:33:48.074688,15.54451656,.00053098,97.6701,68.2186,78.7068,281.4782,0,U,52756,999,24117,.22603839E-3,.14762E-3,0
HAWK-5A,2022-057AB,2026-09-20T17:33:29.536704,15.54458699,.00052563,97.6693,69.0446,81.6195,278.5654,0,U,52757,999,24117,.23441029E-3,.15317E-3,0
VIGORIDE-3,2022-057AE,2026-09-20T21:51:23.717088,15.28136778,.00089819,97.6741,46.5656,140.5319,219.6576,0,U,52760,999,23977,.14208696E-3,.3821E-4,0
ION SCV-006,2022-057AF,2026-09-20T10:08:11.738976,15.47244327,.00173318,97.6220,56.8363,127.1571,233.1264,0,U,52761,999,24083,.18785499E-3,.952E-4,0
SHERPA-AC1,2022-057AH,2026-09-20T09:18:02.931552,15.37435038,.00086312,97.6816,56.7485,109.7588,250.4588,0,U,52763,999,24032,.1531782E-3,.5539E-4,0
OMNI-L2,2022-057AR,2026-09-20T02:05:14.044704,14.81367634,.00069988,97.4619,319.0306,25.6762,334.4798,0,U,52771,999,23444,.7862634E-4,.567E-5,0
GEESAT-1 01,2022-058A,2026-09-20T21:36:00.864000,14.81601991,.00218021,49.9929,120.3653,268.2856,91.5584,0,U,52785,999,23412,.1201441E-3,.731E-5,0
GEESAT-1 02,2022-058B,2026-09-20T21:57:56.733408,14.81611098,.00223607,50.0000,120.6418,257.9581,101.8850,0,U,52786,999,23412,.11896455E-3,.721E-5,0
GEESAT-1 03,2022-058C,2026-09-20T22:41:04.559424,14.81618475,.00082143,49.9863,119.0120,109.9297,250.2526,0,U,52787,999,23413,.1365712E-3,.862E-5,0
GEESAT-1 04,2022-058D,2026-09-20T22:50:55.976064,14.81609376,.00094637,50.0036,120.7886,153.5761,206.5661,0,U,52788,999,23412,.13364128E-3,.838E-5,0
GEESAT-1 05,2022-058E,2026-09-20T21:09:12.145248,15.01317766,.00028874,49.9857,84.9189,148.1547,211.9573,0,U,52789,999,23458,.21945044E-3,.2594E-4,0
GEESAT-1 06,2022-058F,2026-09-20T22:08:31.680096,14.81591107,.00330348,50.0044,120.7731,152.3640,207.9062,0,U,52790,999,23412,.14116614E-3,.9E-5,0
GEESAT-1 07,2022-058G,2026-09-20T17:38:41.047584,14.81612197,.00126235,49.9878,120.1016,100.3774,259.8586,0,U,52791,999,23409,.139219E-3,.882E-5,0
GEESAT-1 08,2022-058H,2026-09-20T23:02:18.246624,14.81609202,.00194288,49.9929,119.1629,297.4483,62.4479,0,U,52792,999,23413,.12516508E-3,.77E-5,0
GEESAT-1 09,2022-058J,2026-09-20T22:03:06.938784,15.01170467,.00067767,49.9965,86.0098,185.4608,174.6264,0,U,52793,999,23462,.20956597E-3,.2455E-4,0
NILESAT 301,2022-061A,2026-09-20T20:18:31.203072,1.00269159,.00013584,0.0254,23.1110,144.2063,130.0120,0,U,52817,999,1569,0,0,0
STARLINK-4091,2022-062A,2026-09-20T14:45:44.769600,15.31701898,.00013244,53.1590,228.2963,91.1550,268.9603,0,U,52830,999,23535,.22776896E-4,.342E-5,0
STARLINK-4089,2022-062B,2026-09-20T13:31:55.731936,15.31699251,.00011276,53.1581,228.5711,62.3644,297.7472,0,U,52831,999,23534,.1602366E-4,.132E-5,0
STARLINK-4083,2022-062C,2026-09-20T13:18:29.721888,15.31699531,.00012821,53.1586,228.5535,82.7874,277.3273,0,U,52832,999,23534,.3682803E-5,-.251E-5,0
STARLINK-4086,2022-062D,2026-09-20T15:06:13.494240,15.25821791,.00033948,53.1544,231.1498,50.5723,309.5576,0,U,52833,999,23531,.83526481E-3,.21364E-3,0
STARLINK-4108,2022-062E,2026-09-20T22:28:50.594880,15.31700332,.000129,53.1585,226.7907,96.7869,263.3279,0,U,52834,999,23540,-.5999664E-5,-.551E-5,0
STARLINK-4080,2022-062F,2026-09-20T12:58:21.724608,15.31701208,.00012637,53.1588,228.6261,93.1297,266.9849,0,U,52835,999,23534,.19519323E-4,.241E-5,0
STARLINK-4043,2022-062G,2026-09-21T00:00:02.000160,15.31717618,.00012229,53.1599,206.8700,82.5547,140.1233,0,U,52836,999,581,-.72606966E-3,-.2284E-3,0
STARLINK-4036,2022-062H,2026-09-20T21:59:03.200928,15.34392202,.00012503,53.1586,226.1072,90.1550,269.9596,0,U,52837,999,23541,.30925827E-4,.669E-5,0
STARLINK-4092,2022-062J,2026-09-20T22:15:25.005600,15.31701811,.00012527,53.1594,226.8419,89.1604,270.9541,0,U,52838,999,23540,.17945561E-4,.192E-5,0
STARLINK-4048,2022-062K,2026-09-20T12:31:30.746496,15.31699262,.00012445,53.1587,228.7066,102.4600,257.6540,0,U,52839,999,23534,.64037138E-4,.1622E-4,0
STARLINK-4049,2022-062L,2026-09-19T12:12:13.078944,15.31963402,.00023094,53.1612,208.0263,60.5407,299.5825,0,U,52840,999,23555,.10977246E-2,.34137E-3,0
STARLINK-4065,2022-062M,2026-09-20T12:27:06.811776,15.34391739,.00014019,53.1596,227.3908,79.6280,280.4881,0,U,52841,999,23536,.17551945E-3,.5557E-4,0
STARLINK-4046,2022-062N,2026-09-20T21:46:55.047648,15.34395545,.00008909,53.1612,226.0192,92.5456,267.5648,0,U,52842,999,23541,.42686152E-4,.1066E-4,0
STARLINK-4188,2022-062P,2026-09-20T15:26:01.463136,15.31704614,.00012155,53.1600,228.2360,82.1330,277.9810,0,U,52843,999,23536,.9953704E-5,-.56E-6,0
STARLINK-4208,2022-062Q,2026-09-20T15:11:32.985024,15.33571896,.00013099,53.1585,226.6103,65.9260,294.1880,0,U,52844,999,23538,.97005819E-4,.2821E-4,0
STARLINK-4168,2022-062R,2026-09-20T15:12:35.347680,15.31700712,.00015531,53.1591,228.2054,92.4776,267.6404,0,U,52845,999,23536,.3883952E-5,-.245E-5,0
STARLINK-4212,2022-062S,2026-09-20T22:08:45.041856,15.31704252,.00014913,53.1598,227.0946,89.2955,270.8217,0,U,52846,999,23540,.9657344E-5,-.66E-6,0
STARLINK-4206,2022-062T,2026-09-20T14:59:11.244480,15.34375461,.0001189,53.1599,228.8959,87.8054,272.3085,0,U,52847,999,23535,-.38461568E-4,-.1674E-4,0
STARLINK-4202,2022-062U,2026-09-20T22:51:15.574176,15.34377590,.00011648,53.1598,227.8920,96.4478,263.6657,0,U,52848,999,23539,.68150139E-4,.1925E-4,0
STARLINK-4197,2022-062V,2026-09-20T14:28:12.688032,15.35396254,.0001388,53.1593,217.4285,93.4778,266.6384,0,U,52849,999,23550,.7945092E-5,-.103E-5,0
STARLINK-4187,2022-062W,2026-09-20T21:35:09.712608,15.31701180,.00016973,53.1567,227.0289,74.0795,286.0393,0,U,52850,999,23540,.22620977E-4,.337E-5,0
STARLINK-3809,2022-062X,2026-09-20T14:15:09.556704,15.34380134,.00014312,53.1565,213.1958,87.4027,272.7139,0,U,52851,999,23556,.52930561E-4,.1411E-4,0
STARLINK-4184,2022-062Y,2026-09-20T08:40:01.247520,15.34394113,.00011687,53.1596,218.0165,85.6865,274.4271,0,U,52852,999,23547,.9543356E-5,-.54E-6,0
STARLINK-4204,2022-062AA,2026-09-21T00:00:02.000160,15.34403980,.00013242,53.1605,215.0335,95.2287,254.0647,0,U,52854,999,589,-.66085563E-3,-.22641E-3,0
STARLINK-4209,2022-062AB,2026-09-20T11:33:34.159104,15.31701748,.00011237,53.1587,216.8938,92.0188,268.0942,0,U,52855,999,23550,.17406842E-4,.175E-5,0
STARLINK-4201,2022-062AC,2026-09-20T14:12:04.898304,15.33549208,.0001126,53.1594,217.5174,82.0561,278.0569,0,U,52856,999,23550,-.14741669E-4,-.857E-5,0
STARLINK-4199,2022-062AD,2026-09-20T12:39:10.641600,15.34385330,.00012363,53.1599,217.9416,105.1196,254.9943,0,U,52857,999,23549,.24518619E-4,.452E-5,0
STARLINK-4198,2022-062AE,2026-09-20T14:02:24.852768,15.33546588,.00013256,53.1601,217.5060,93.4047,266.7107,0,U,52858,999,23550,.47382554E-4,.1186E-4,0
STARLINK-4196,2022-062AF,2026-09-20T08:41:58.484544,15.33550322,.00010474,53.1598,218.3780,80.4329,279.6792,0,U,52859,999,23547,.166029E-5,-.318E-5,0
STARLINK-4191,2022-062AG,2026-09-20T14:25:29.309088,15.35393481,.00012518,53.1598,216.9444,91.9323,268.1823,0,U,52860,999,23551,.48514132E-4,.1312E-4,0
STARLINK-4112,2022-062AH,2026-09-20T11:59:21.570144,15.31702362,.00013336,53.1599,213.8084,87.9620,272.1534,0,U,52861,999,23555,.26532869E-4,.458E-5,0
STARLINK-4010,2022-062AJ,2026-09-20T13:29:45.718944,15.34399033,.00011846,53.1598,213.3177,95.6998,264.4140,0,U,52862,999,23556,.80810873E-4,.2355E-4,0
STARLINK-4270,2022-062AK,2026-09-20T13:51:40.084992,15.34390063,.00014517,53.1608,217.0200,90.1937,269.9232,0,U,52863,999,23551,.41114519E-4,.1013E-4,0
STARLINK-4267,2022-062AL,2026-09-20T12:23:51.060480,15.34634271,.00023385,53.1690,217.2834,83.7637,276.3632,0,U,52864,999,23550,-.18463733E-2,-.62713E-3,0
STARLINK-4274,2022-062AM,2026-09-20T13:39:33.948288,15.34392330,.00013364,53.1611,217.0661,89.5092,270.6064,0,U,52865,999,23551,.3503967E-4,.807E-5,0
STARLINK-4272,2022-062AN,2026-09-20T12:06:23.070816,15.33549214,.00011055,53.1598,217.9996,86.8823,273.2305,0,U,52866,999,23549,.27384259E-4,.528E-5,0
STARLINK-4126,2022-062AP,2026-09-20T11:16:37.496352,15.34392651,.00014716,53.1596,213.7281,86.8194,273.2977,0,U,52867,999,23555,.2177885E-4,.359E-5,0
STARLINK-4261,2022-062AQ,2026-09-20T21:46:35.056416,15.35389043,.00011006,53.1588,216.3118,91.5422,268.5707,0,U,52868,999,23555,.19299421E-4,.293E-5,0
STARLINK-4266,2022-062AR,2026-09-20T23:02:15.524160,15.34384375,.00012921,53.1584,203.2758,88.1818,271.9333,0,U,52869,999,23573,.20332323E-4,.31E-5,0
STARLINK-4207,2022-062AT,2026-09-20T12:50:21.097824,15.34391401,.00013573,53.1577,203.6082,93.3513,266.7645,0,U,52871,999,23569,.3546265E-4,.822E-5,0
STARLINK-4213,2022-062AU,2026-09-20T05:20:16.624896,15.31705691,.00012675,53.1586,206.5525,79.7408,280.3737,0,U,52872,999,23562,.13573516E-4,.56E-6,0
STARLINK-4211,2022-062AV,2026-09-20T13:26:35.579328,15.34387056,.00013732,53.1616,203.1353,99.2346,260.8812,0,U,52873,999,23570,.25080261E-4,.471E-5,0
STARLINK-4193,2022-062AX,2026-09-20T11:46:45.868224,15.34374724,.00014784,53.1589,203.4560,97.9267,262.1903,0,U,52875,999,23569,.4769701E-5,-.215E-5,0
STARLINK-4200,2022-062AY,2026-09-20T13:36:50.961600,15.31702547,.00011649,53.1593,204.5600,101.9599,258.1533,0,U,52876,999,23568,.41797515E-4,.932E-5,0
STARLINK-4214,2022-062AZ,2026-09-20T13:36:32.682816,15.34386395,.00011529,53.1603,205.6060,85.3728,274.7406,0,U,52877,999,23567,.11038226E-4,-.3E-7,0
STARLINK-4171,2022-062BA,2026-09-20T11:37:39.977472,15.34386132,.00013586,53.1592,203.4563,93.9033,266.2125,0,U,52878,999,23569,.2323111E-4,.408E-5,0
STARLINK-4139,2022-062BB,2026-09-20T11:01:22.348416,15.34389718,.00017288,53.1592,203.6548,87.9221,272.1979,0,U,52879,999,23569,.18569293E-4,.251E-5,0
STARLINK-4186,2022-062BC,2026-09-20T12:44:14.813664,15.34392689,.00013572,53.1605,203.3469,82.3301,277.7855,0,U,52880,999,23570,.28179535E-4,.576E-5,0
STARLINK-4181,2022-062BE,2026-09-20T11:33:45.984672,15.26972689,.00021051,53.1535,212.2677,66.0738,294.0482,0,U,52882,999,23557,.18306086E-3,.4567E-4,0
GLOBALSTAR M087,2022-064A,2026-09-20T08:12:14.302080,12.62263113,.00007652,51.9982,132.7612,96.6963,263.3990,0,U,52888,999,20315,-.421408E-5,-.105E-5,0
PVSAT,2022-065A,2026-09-20T08:22:42.808512,14.59588522,.00105813,98.2429,42.0291,83.1479,277.0925,0,U,52894,999,22623,.40817819E-4,.147E-5,0
KSLV-II DUMMY,2022-065B,2026-09-20T09:13:52.981536,14.58702721,.00095303,98.2491,42.4631,99.3769,260.8508,0,U,52895,999,22623,.12723781E-4,.13E-6,0
STEP CUBE LAB-II,2022-065D,2026-09-20T22:20:36.638304,14.63425873,.00098783,98.2368,47.6221,85.4691,274.7639,0,U,52897,999,22550,.11301316E-3,.537E-5,0
RANDEV,2022-065E,2026-09-20T23:23:53.939904,14.63818029,.00092126,98.2356,48.0605,85.2696,274.9558,0,U,52898,999,22526,.1063066E-3,.507E-5,0
SNUGLITE-II,2022-065F,2026-09-20T05:03:07.346880,14.64491944,.0008687,98.2342,47.9569,86.9044,273.3153,0,U,52899,999,22490,.12104532E-3,.593E-5,0
MIMAN,2022-065G,2026-09-20T09:25:22.267776,14.61928871,.00088568,98.2404,45.4771,89.3008,270.9208,0,U,52900,999,22435,.71736577E-4,.311E-5,0
CMS-02 (GSAT-24),2022-067A,2026-09-20T22:26:50.930016,1.00271796,.00020878,0.0182,169.4818,93.3536,156.7140,0,U,52903,999,1556,0,-.169E-5,0
MEASAT 3D,2022-067B,2026-09-20T22:29:13.203168,1.00270782,.00017387,0.0480,330.0296,264.3678,194.2427,0,U,52904,999,1560,0,-.246E-5,0
YAOGAN-35 02A,2022-068A,2026-09-20T23:51:28.138752,15.25198900,.00119154,34.9905,254.3946,229.8580,130.1092,0,U,52907,999,23652,.16930398E-3,.4329E-4,0
YAOGAN-35 02B,2022-068B,2026-09-20T23:18:25.817760,15.82024897,.00084714,34.9893,131.9826,318.3797,41.6290,0,U,52908,999,23775,.9101659E-3,.198051E-2,0
GAOFEN-12 03,2022-069A,2026-09-20T21:58:52.775040,14.80158646,.00013574,97.8116,149.3043,113.9141,246.2213,0,U,52912,999,22877,.95963133E-4,.678E-5,0
SES-22,2022-071A,2026-09-20T17:58:14.808864,1.00271657,.00011073,0.0313,266.5933,248.7584,334.8514,0,U,52933,999,848,0,.1E-5,0
DS-EO,2022-072A,2026-09-20T23:24:46.454688,15.14484883,.00042592,9.9920,186.7472,282.1873,77.7865,0,U,52935,999,23305,.13428455E-3,.3372E-4,0
POEM,2022-072E,2026-09-19T20:55:40.039680,15.25022289,.0022534,9.9514,70.3279,168.3395,191.7344,0,U,52939,999,23398,.17913E-3,.5611E-4,0
WFOV (USA 332),2022-073A,2026-09-20T18:06:59.670720,1.00275340,.0002176,3.9489,77.2504,162.0537,151.3902,0,U,52940,999,1532,0,-.365E-5,0
COSMOS 2557 [GLONASS-K],2022-075A,2026-09-18T00:32:17.951136,2.13102259,.00126695,64.2385,311.2102,269.8938,90.0301,0,U,52984,999,3269,0,-.43E-6,0
STARLINK-4260,2022-076A,2026-09-20T13:37:51.055392,15.35399429,.00013049,53.1592,283.6586,102.8149,257.3000,0,U,52986,999,23247,-.45070306E-4,-.1952E-4,0
STARLINK-4259,2022-076B,2026-09-20T13:36:12.978432,15.31715256,.00015129,53.1544,297.4493,121.6985,238.4164,0,U,52987,999,23228,-.58614216E-4,-.2185E-4,0
STARLINK-4291,2022-076C,2026-09-20T05:35:24.517824,15.33548543,.00011994,53.1599,285.1663,83.4326,276.6813,0,U,52988,999,23242,.15803245E-4,.147E-5,0
STARLINK-4293,2022-076D,2026-09-20T22:41:31.136928,16.01488998,.00019706,53.2102,256.3142,55.3277,304.7941,0,U,52989,999,23290,.86792013E-3,.493538E-2,.11914165E-3
STARLINK-4286,2022-076E,2026-09-20T19:11:20.709600,15.35391291,.00014073,53.1601,292.6306,90.7820,269.3344,0,U,52990,999,23237,-.33162345E-4,-.1537E-4,0
STARLINK-4285,2022-076F,2026-09-20T14:29:41.339616,15.34386007,.00013549,53.1581,293.5800,83.1374,276.9783,0,U,52991,999,23234,.11210094E-4,.2E-7,0
STARLINK-4269,2022-076G,2026-09-20T10:08:09.676608,15.31703993,.00010355,53.1590,298.1321,83.5708,276.5411,0,U,52992,999,23226,-.2834254E-5,-.453E-5,0
STARLINK-4256,2022-076J,2026-09-20T13:34:59.987712,15.34397748,.00010622,53.1585,283.0592,73.3779,286.7340,0,U,52994,999,23248,.25381082E-4,.481E-5,0
STARLINK-4296,2022-076K,2026-09-20T08:57:07.542144,15.35398183,.00012206,53.1593,284.0652,89.2331,270.8812,0,U,52995,999,23245,.36397991E-4,.889E-5,0
STARLINK-4295,2022-076L,2026-09-20T13:29:04.005024,15.34389350,.00014783,53.1586,283.7733,69.9949,290.1213,0,U,52996,999,23247,.27704328E-4,.559E-5,0
STARLINK-4254,2022-076N,2026-09-20T05:33:54.819072,15.34389381,.00011659,53.1595,284.6408,87.5516,272.5620,0,U,52998,999,23243,.16032849E-4,.165E-5,0
STARLINK-4217,2022-076P,2026-09-20T12:58:40.312704,15.34394422,.00013693,53.1574,283.1793,86.2399,273.8760,0,U,52999,999,23248,.30929931E-4,.669E-5,0
STARLINK-4194,2022-076Q,2026-09-20T13:19:51.686976,15.34386465,.00011744,53.1591,283.1115,84.8640,275.2497,0,U,53000,999,23248,.39466415E-4,.957E-5,0
STARLINK-4190,2022-076R,2026-09-20T13:46:43.315680,15.35395619,.00013712,53.1590,283.4252,66.0357,294.0790,0,U,53001,999,23248,-.36669065E-4,-.1659E-4,0
STARLINK-4121,2022-076S,2026-09-20T02:04:25.477536,15.35408252,.00012327,53.1597,285.9106,73.1870,286.9268,0,U,53002,999,23240,.46817741E-4,.1253E-4,0
STARLINK-4255,2022-076T,2026-09-20T18:58:44.124672,15.34388129,.00013098,53.1596,282.0165,87.3011,272.8141,0,U,53003,999,23251,.20884181E-4,.329E-5,0
STARLINK-4253,2022-076U,2026-09-20T20:57:03.766464,15.31697026,.00013397,53.1588,290.0836,81.7629,278.3524,0,U,53004,999,23241,.11390026E-4,-.12E-6,0
STARLINK-4288,2022-076V,2026-09-20T18:52:48.637056,15.34388260,.0000944,53.1579,282.7365,71.2641,288.8464,0,U,53005,999,23251,.215579E-4,.352E-5,0
STARLINK-4290,2022-076W,2026-09-20T05:29:40.041888,15.35400575,.00013782,53.1583,285.5638,80.0268,280.0891,0,U,53006,999,23242,.32950424E-4,.769E-5,0
STARLINK-4215,2022-076X,2026-09-20T08:31:04.484928,15.35399002,.0001295,53.1609,285.0880,85.1714,274.9437,0,U,53007,999,23244,.13887601E-4,.104E-5,0
STARLINK-4275,2022-076Y,2026-09-20T13:15:58.106304,15.35402746,.00013694,53.1582,283.4353,106.0674,254.0479,0,U,53008,999,23248,.28564617E-4,.616E-5,0
STARLINK-4277,2022-076Z,2026-09-20T13:07:02.615520,15.35403170,.00012759,53.1594,281.3139,75.6116,284.5028,0,U,53009,999,23250,.23482349E-4,.439E-5,0
STARLINK-4263,2022-076AA,2026-09-20T14:05:21.888096,15.34391947,.00011172,53.1588,283.6629,86.8848,273.2283,0,U,53010,999,23248,.13160639E-4,.68E-6,0
STARLINK-4265,2022-076AB,2026-09-20T14:16:33.565152,15.34392666,.00010788,53.1591,280.9485,62.2128,297.8984,0,U,53011,999,23251,.38981457E-4,.941E-5,0
STARLINK-4271,2022-076AC,2026-09-20T13:54:14.002272,15.31705397,.0001042,53.1603,291.4124,74.1383,285.9733,0,U,53012,999,23237,-.1096892E-5,-.399E-5,0
STARLINK-4177,2022-076AD,2026-09-20T13:16:58.526688,15.34679150,.00017145,53.1638,273.7505,110.1702,249.9486,0,U,53013,999,23261,-.14290437E-2,-.48779E-3,0
STARLINK-4183,2022-076AE,2026-09-20T14:11:16.243008,15.35394416,.00011695,53.1595,278.0395,88.7528,271.3609,0,U,53014,999,23255,.31785225E-4,.728E-5,0
STARLINK-4262,2022-076AF,2026-09-20T14:13:53.382144,15.35401937,.00014898,53.1613,281.0921,81.5441,278.5731,0,U,53015,999,23251,.21581148E-4,.372E-5,0
STARLINK-4283,2022-076AG,2026-09-20T13:22:04.584864,15.31698974,.00012002,53.1582,276.5558,67.9287,292.1842,0,U,53016,999,23257,.24267866E-4,.388E-5,0
STARLINK-4281,2022-076AH,2026-09-20T23:15:27.622944,15.26517719,.00012687,53.1826,246.5266,84.2241,275.8903,0,U,53017,999,23305,.24550555E-4,.305E-5,0
STARLINK-4279,2022-076AJ,2026-09-20T14:07:35.920416,15.31703781,.00013435,53.1632,253.9765,74.6696,285.4454,0,U,53018,999,23290,.34434113E-4,.704E-5,0
STARLINK-4282,2022-076AK,2026-09-20T05:40:24.147840,15.33550354,.00011698,53.1598,284.6686,81.5465,278.5669,0,U,53019,999,23243,.22845922E-4,.379E-5,0
STARLINK-4287,2022-076AL,2026-09-20T12:26:16.977984,15.35398920,.00012918,53.1610,282.0012,86.4562,273.6588,0,U,53020,999,23249,.17725881E-4,.238E-5,0
STARLINK-4216,2022-076AN,2026-09-20T05:23:18.534912,15.34388131,.00013027,53.1592,278.9212,84.0500,276.0651,0,U,53022,999,23251,.870096E-5,-.82E-6,0
STARLINK-4284,2022-076AP,2026-09-21T00:00:02.000160,15.34378298,.00013529,53.1576,279.0436,90.6276,209.6135,0,U,53023,999,572,.12422875E-2,.41802E-3,0
STARLINK-4289,2022-076AQ,2026-09-20T05:34:30.575712,15.35398277,.00012017,53.1602,282.6406,79.1039,281.0100,0,U,53024,999,23246,.9435017E-5,-.51E-6,0
STARLINK-4218,2022-076AR,2026-09-20T14:23:14.180352,15.33569989,.00012317,53.1611,281.4468,76.6599,283.4540,0,U,53025,999,23251,-.10661975E-3,-.388E-4,0
STARLINK-4119,2022-076AS,2026-09-20T13:14:23.299584,15.31697211,.00013915,53.1571,273.9906,85.9925,274.1236,0,U,53026,999,23261,.15052982E-4,.102E-5,0
STARLINK-4158,2022-076AT,2026-09-20T14:11:11.384736,15.34390298,.00011838,53.1597,273.0837,86.5284,273.5854,0,U,53027,999,23263,.22448595E-4,.382E-5,0
STARLINK-4143,2022-076AV,2026-09-20T14:01:25.382784,15.34392379,.00011832,53.1592,269.5005,87.0474,273.0664,0,U,53029,999,23267,.19550189E-4,.284E-5,0
STARLINK-4160,2022-076AW,2026-09-20T14:20:16.086624,15.34389098,.00011027,53.1579,273.0449,88.3550,271.7579,0,U,53030,999,23263,-.22543473E-4,-.1137E-4,0
STARLINK-4137,2022-076AX,2026-09-20T14:08:40.806816,15.35396963,.0001169,53.1576,269.6576,79.9635,280.1500,0,U,53031,999,23267,.5065312E-4,.1387E-4,0
STARLINK-4115,2022-076AY,2026-09-20T14:02:06.274176,15.34408026,.00015016,53.1582,273.0053,95.3578,264.7596,0,U,53032,999,23263,.11536045E-3,.3524E-4,0
STARLINK-4167,2022-076AZ,2026-09-20T14:29:22.816320,15.34390300,.00012493,53.1598,273.2095,85.1819,274.9326,0,U,53033,999,23261,.37398003E-4,.887E-5,0
STARLINK-4151,2022-076BA,2026-09-20T12:25:12.689472,15.31707729,.0001391,53.1659,267.7471,83.8806,276.2354,0,U,53034,999,23269,.5765217E-5,-.186E-5,0
STARLINK-4157,2022-076BB,2026-09-20T07:34:11.255520,15.35402547,.00012179,53.1601,275.7457,82.3693,277.7449,0,U,53035,999,23256,.4521217E-4,.1197E-4,0
STARLINK-4155,2022-076BC,2026-09-21T00:00:02.000160,15.35390921,.00015504,53.1600,272.5945,85.5052,94.9235,0,U,53036,999,584,.91438006E-3,.31639E-3,0
STARLINK-4153,2022-076BD,2026-09-20T14:05:00.661344,15.35403355,.00010481,53.1592,273.9717,72.2550,287.8567,0,U,53037,999,23261,.85122079E-4,.259E-4,0
STARLINK-4156,2022-076BE,2026-09-20T13:44:00.019680,15.34383817,.00017752,53.1589,273.2159,110.1109,250.0085,0,U,53038,999,23262,.24068062E-3,.776E-4,0
STARLINK-4362,2022-077A,2026-09-20T11:31:46.172064,15.33436063,.00013439,97.2850,78.2843,89.8947,270.2450,0,U,53043,999,23029,.7313378E-5,.161E-5,0
STARLINK-4350,2022-077C,2026-09-20T22:08:10.856832,15.33437455,.00016032,97.2852,79.6620,87.9454,272.1972,0,U,53045,999,23042,.8988216E-5,.215E-5,0
STARLINK-4331,2022-077D,2026-09-20T22:39:32.091552,15.33423347,.0002217,97.2833,79.6397,96.5112,263.6383,0,U,53046,999,23042,-.16865327E-4,-.619E-5,0
STARLINK-4352,2022-077E,2026-09-20T21:58:13.103616,15.33439485,.00014746,97.2844,78.7468,93.0101,267.1310,0,U,53047,999,23036,.31518995E-4,.942E-5,0
STARLINK-4355,2022-077F,2026-09-20T11:06:29.309472,15.33438548,.00012723,97.2857,79.2136,93.7563,266.3825,0,U,53048,999,23034,.23341332E-4,.678E-5,0
STARLINK-4345,2022-077G,2026-09-20T11:27:51.386112,15.33438265,.00016885,97.2845,78.2593,89.0237,271.1199,0,U,53049,999,23028,.32916149E-4,.987E-5,0
STARLINK-4343,2022-077H,2026-09-20T21:52:31.090944,15.33437432,.00013602,97.2852,79.6668,88.0253,272.1145,0,U,53050,999,23041,.13471235E-4,.36E-5,0
STARLINK-4336,2022-077J,2026-09-20T10:33:02.443968,15.33433611,.00014075,97.2847,78.3024,92.8386,267.3018,0,U,53051,999,23028,.12097076E-4,.315E-5,0
STARLINK-4341,2022-077K,2026-09-20T11:23:56.359968,15.33437733,.00015365,97.2843,78.2692,88.8091,271.3327,0,U,53052,999,23028,.10145847E-4,.252E-5,0
STARLINK-4337,2022-077L,2026-09-20T22:56:56.999328,15.33439093,.00013274,97.2862,78.8165,92.2117,267.9277,0,U,53053,999,23036,.60057973E-4,.1864E-4,0
STARLINK-4339,2022-077M,2026-09-20T13:07:51.950784,15.33436412,.00009778,97.2855,79.2448,101.8500,258.2852,0,U,53054,999,23035,.3618799E-5,.42E-6,0
STARLINK-4338,2022-077N,2026-09-20T22:55:10.416288,15.33433519,.00018823,97.2853,79.5882,85.1654,274.9804,0,U,53055,999,23041,.11282509E-4,.289E-5,0
STARLINK-4314,2022-077P,2026-09-20T23:02:59.550144,15.33429864,.00014841,97.2850,79.7380,87.7780,272.3632,0,U,53056,999,23042,.30599497E-4,.912E-5,0
STARLINK-4252,2022-077Q,2026-09-20T10:46:54.943392,15.33434489,.0001468,97.2847,79.1900,92.0464,268.0946,0,U,53057,999,23034,-.31896551E-4,-.1104E-4,0
STARLINK-4317,2022-077R,2026-09-20T22:06:03.110976,15.33435766,.00015277,97.2854,78.7133,88.0036,272.1382,0,U,53058,999,23036,.24063979E-4,.702E-5,0
